lat,long,address,title,time,content
22.4822212,88.3672227,Lotus Park,KMC declares war as dengue grips Lotus Park,2018-09-24T19:47:56+05:30,"KOLKATA: It took the death of 21-year-old girl for the Kolkata MunicipalCorporation to declare a war against dengue at Lotus Park, an area close toBijoygarh—Golf Green—Baghajatin belt which topped the list among adverselyaffected dengue-prone areas last year. After Mou Mukherjee the girl, aresident of Lotus Park, died of dengue at M.R. Bangur Hospital on Saturdaymorning, a KMC vector control team from borough X went to the spot on Sundaymorning and conducted an anti-dengue drive.    This is not all. A separate team from the same borough went to Lotus Park onMonday morning and found an abandoned plot-- littered with all sorts ofgarbage which has become a potential breeding ground for mosquitoes includingAedes Aegypti, the one that causes dengue. Having failed to find the owner ofthe land, the civic team pasted a poster on the adjacent wall of the abandonedland asking the owner to make arrangements for cleaning of the wastes. TarakMukherjee, father of the victim, accused the civic authorities of sheerinaction. “I have not seen any kind of preventive activities in our localityon part of the KMC health department team for past several months. Had theybecome active earlier, I would not have lost my only daughter,” he rued.    Rathin De, a neighbour, said that he was shaken to watch a girl of that age(21) succumbing to dengue helplessly without giving the scope for a propertreatment. “I am really worried to watch that dengue has staged a comeback inthe locality. Last year dengue mayhem continued till early November and nowwith several other residents suffering from fever, we are keeping our fingerscrossed to think over the plight of the local people for rest of the season,”De, a resident of Lotus Park, said. Staying closer to Lotus Park, Sudipa Sen,a resident of Pallisree recalled how a 10-year old boy, a class V student ofSouth Point, died of dengue last year. “Going by the loss of lives caused bythe dreaded disease in Bijoygarh—Baghajatin area, the civic body should havebeen proactive in its fight against dengue,” Sen remarked. Sources in the KMChealth department (borough X) said that dengue situation in the Bijoygarh—GolfGreen—Baghajatin was under scanner.    Similarly, residents of a KIT housing complex close to Ballygunge railwaystation are living amid fear of spread of dengue in the locality. Last yearDwip Ghosh, a 12-year old boy, and his father Siddhartha Ghosh died of dengueon September 7. Biva Ghosh, the only surviving member of the family, is yet torecover from the shock of losing her son and husband in a single day. GopalSadhukha, the material uncle of Dwip, expressed concern over the condition ofthe playground inside the housing complex. “Here, water is being allowed tostagnate. With at least six people suffering from fever in our complex at thistime of the season and reports of people testing positive for dengue keepscoming from adjacent Uttarpara locality, we are keeping our fingers crossed,”he said. A KMC health department official conceded that there were reasons forresidents of Ballygunge—Kasba belt to worry about as dengue is poised to takea leap at this time of the year.    Dengue stats    Danger zones:    Bijoygarh, Golf Green, Baghajatin, Jadavpur, Bansdroni,    Number of affected persons (This year) : 90    Last year: 150    Death (last year): 6    Kasba—Ballygunge area:    Danger zones: Kasba, Uttarpara, Ballygunge station Road, Cornfield Road amongother areas    Number of affected persons (this year): 50    Last year: 120    Death: 5  "
30.932556,75.8491729,Karabara chowk near Basti Jodhewal in Ludhiana,Man killed in mishap while returning from party,2018-08-02T08:44:00+05:30,"JAIPUR: A 26-year-old man returning from a party died in an accident nearGandhi Circle area of the city late on Tuesday night, the parents have allegedhe was mowed down by an unidentified vehicle.  Karan Singh, a resident of Malviya Nagar area of the city was rushed to SMSHospital after he was found injured on the road. According to police, his bikehad crashed into a pole, “Though he was wearing a helmet, he could not besaved as he sustained severe injuries,” the official told TOI.    Singh’s parents filed a complaint at the police station (Jaipur east) andalleged that their son was hit by a speeding vehicle. “The parents said thatSingh had gone to attend a party at his friend’s house in MI Road, he hadcalled them at about 11.30pm,” the official said.    The accident police station said that it is not clear how the accidentoccurred, “When we visited the accident scene, it appeared that the bike hadlost control and hit the pole, but we are trying to retrieve the CCTV footagefrom JLN Marg to find more about the accident,” the official said, adding thata case under IPC and motor-vehicle act has been registered againstunidentified vehicle.    Singh had an agency of surveillance cameras and was riding a bike. “He hadpromised his parents to return home before midnight. We are trying toascertain how he died,” the official said, adding that the body was handedover to the family after post-mortem.    The traffic police said that the number of accidents on JLN Marg had gone downfollowing speed detector cameras which issues challan to the driver directlyat home, however, the incidents related to drunk driving and speedingcontinues to trouble cops.    “The family alleged that Singh may have been killed by a speeding vehicle.There are CCTVs installed near Rajasthan College and Gandhi Circle which willgive us complete details,” the official said.    "
26.7958616,80.9275385,"Banglabazaar, LUCKNOW",Safety measures planned at accident-prone areas in Lucknow,2017-04-20T11:29:49+05:30,"LUCKNOW: Death in road accidents are taking place not only on Lucknow’soutskirts but also within city limits. The road safety committee hasidentified 138 black spots for rectification in Lucknow district. Polytechniccrossing, Sector-25 crossing, Makdoompur, Khurramnagar, RTO office crossing,Barabirwa, Tedhipulia, Parivartan Chowk and Banglabazaar crossing are theblack spots across the city.  All of these places have reported more than five fatal accidents in a year,while Eco Garden road in Alambagh, Shubham Chauraha in Kaiserbagh, IT Collegecrossing, Matiyari crossing, Baisakunth, Munshipulia crossing, Dayal Paradisecrossing and Engineering College crossing have reported five or lessfatalities in a year besides grievous injuries to victims.    The 138 black spots were reported in 2013, 2014 and 2015. In 2013, there were50 such places added to the city, 49 in 2014 and 39 in 2015. “The new blackspots were identified after the rising number of accidents reported fromthere,” said Vidisha Singh, RTO (Enforcement), Lucknow.    The road safety committee has handed over a list of black spots to PWD torectify the design of the crossing, put up signages, construct underpass,overbridge or dividers and to install lights and traffic signs.    Spots lying on national highways will be rectified by NHAI. Major cause ofroad accidents has been overtaking, wrong side driving and taking a suddenturn. Fast and negligent driving, slipping of the vehicle, blind turn andcurves on the road have been the other causes of the accident on the roads ofthe city.    The identification of black spots has been done based on the new criteria ofthe central ministry of road transport and highway.    In December 2015, Union ministry had set two parameters to identify blackspots. One, if an accident has taken place along a 500-metre stretch for threeconsecutive years and the second if 10 or more casualties have occurred at aspot at the same time, it should be a black spot.    Prior to the revised criteria, Lucknow had reported 181 black spots based onaccidents taking place at the spot for three consecutive years.    "
8.5094609,76.9656815,Vellayambalam-Kowdiar,Advanced surveillance camera system installed in Vellayambalam-Kowdiar stretch,2018-03-21T13:36:05+05:30,"THIRUVANANTHAPURAM: Hoping to curb the tendency of over speeding amongmotorists on Vellayambalam-Kowdiar stretch and thereby bring down number ofaccidents, the motor vehicles department on Tuesday commissioned their newcamera system - Automated Speed Violation Detection System – on the stretch.  This is the first ever speed violation detection camera system of the MVD in acity road in the capital. All other installations in the state are alongnational and state highways.    Inaugurating the system, transport minister A K Saseendran said that thegovernment had noticed that the stretch of road, which is of heritage value,has become a hotspot of accidents as the youths preferred to speed through thewell maintained road.    “The new system enables to identify offenders and penalise them. But thegovernment would not mind if less revenue is generated owing to better roadculture of our people,” Saseendran said implying that the actual purpose ofsuch systems was not to generate revenue but to create awareness on betterroad practices among public.    Besides speed violation detection capabilities, the camera system is alsoequipped with the feature of Automatic Number Plate Recording (ANPR) system.    The ANPR system, according to Keltron officials, would also help the lawenforcers in crime investigation and detection of crimes such as hit and runcases.    Both the speed detection and ANPR camera units employ global shuttertechnology, in which fast electronic shutter is used to capture even vehiclesmoving at a speed of 240km per hour. The cameras are designed to work underday and night conditions without depending on ambient light. Magnetic sensorsplaced on ground are used to detect speed violation. At present the maximumspeed limit is set at 50km per hour.    Vattiyoorkavu MLA K Muraleedharan, transport commissioner K Padmakumar,Keltron MD T R Hemalatha etc. spoke at the event. tnn    "
31.8202135,77.2953899,Himachal   ,"Avalanche warning for districts in J&K, Himachal Pradesh, Uttarakhand",2018-02-15T11:55:03+05:30,"CHANDIGARH: The Chandigarh-based Snow and Avalanche Study Establishment (SASE)issued avalanche warnings for the second consecutive day today for somedistricts of Jammu and Kashmir, Himachal Pradesh and Uttarakhand.  The SASE said the warnings will remain valid for 24 hours starting at 5:00 pmon Wednesday.    An advisory by the agency said high-danger avalanche warning exists foravalanche-prone areas in Baramulla district of Jammu and Kashmir, whilemedium-danger avalanche warning exists for Kupwara and Bandipora districts inthe state.    A low-danger avalanche warning has been issued for Anantnag, Ramban,Ganderbal, Kargil and Leh districts of the state.    In Himachal Pradesh, a low-danger avalanche warning has been issued for Lahauland Spiti, Kullu, Chamba and Kinnaur districts.    In Uttarakhand, a low-danger warning has been issued for Uttarkashi, Chamoli,Rudraprayag, Pithoragarh and Tehri Garhwal districts.    ""People are advised not to venture in avalanche-prone slopes or areas,"" itsaid.    On Wednesday, the SASE had issued similar warnings for the three states."
NaN,NaN,Not found,Traffic department starts e-rickshaw for patrolling trouble-prone areas,2018-07-11T10:43:38+05:30,"VADODARA: The next time you are looking for help in the middle of the road andif a rickshaw painted in red and yellow colour with men in khaki arrives,don’t be surprised.    The city police on Tuesday launched an e-rickshaw service for serving citizensmore efficiently. The rickshaw operating on battery will patrol designatedareas and the police plans to launch many more e-rickshaws in the comingmonths.    “The idea is to patrol city areas and also reach out to citizens who may be inneed of help. This e-rickshaw has been launched on the basis of public-private-partnership model and if it succeeds, we will launch moree-rickshaws,” said city police commissioner Manoj Sashidhar.    “The e-rickshaw won’t spread air and noise pollution as it will run on cleanenergy. It will help us in spreading awareness about reducing pollution in thecity,” he added.    The e-rickshaw that was launched by Sashidhar will have a siren and a publicannouncement system as well. “We will be able to patrol in interior areas bye-rickshaw. But this initiative is not just for security measures. We alsowant to reach out to people including senior citizens who may need help whenthey are out on city roads. If someone is in trouble or requires medicalattention, the cops patrolling in e-rickshaw will be able to help swiftly,”Sashidhar told TOI.    Four cops including two male and two female, will travel in the rickshaw thatwill patrol areas like Sayajigunj, Fatehgunj and parts of Raopura. They willalso take rounds in M S University, Sayajibaug and students hostel road. OnTuesday evening, the police paraded the e-rickshaw amid procession insideSayajibaug. The city police already has a number of patrolling vehiclesincluding motorbikes and jeeps.    "
28.606486, 77.210191,New Delhi,46 NDRF teams stationed in flood-prone areas of 14 states: MHA,2018-07-06T18:58:38+05:30,"NEW DELHI: As part of proactive measures, 46 fully equipped rescue teams ofthe NDRF have been stationed in flood-prone areas in 14 states, the Union homeministry said on Friday.    The National Disaster Response Force teams, comprising 1,384 personnel, havebeen deployed in vulnerable areas in Arunachal Pradesh, Assam, Bihar, Gujarat,Himachal Pradesh, Jammu and Kashmir, Maharashtra, Delhi, Punjab, Sikkim,Tripura, Uttar Pradesh, Uttrakhand and West Bengal, a home ministryspokesperson said.    He said the NDRF rescued 20 stranded people, including five pilgrimsundertaking the Kailash Mansarovar Yatra, in Pithoragarh district ofUttarakhand.    The teams will assist state administrations in rescue and relief work, thespokesman said.    A 24X7 NDRF control room in the national capital is closely monitoring thesituation and is in touch with other agencies for additional deployment, hesaid.    In Assam, the Brahmaputra river was in spate today at Neamatighat in Jorhatdistrict and at Tezpur in Sonitpur district, according to the ministry.    The Jiabharali, a tributary of the Brahmaputra, was flowing above the dangermark at North Trunk road in Sonitpur district.    In Bihar, the Mahananda river was posing a threat at Jhawa in Katihar districtand at Dhengraghat in Purnia district.    While the Bagmati river was in spate at Benibad in Muzaffarpur district ofBihar, the Kamalabalan river was flowing above the danger mark at Jhanjharpurin Madhubani district in the state.  "
30.914750, 75.849126,Ludhiana,Triple riding proves fatal for 2 teenagers,2018-09-14T09:21:39+05:30,"LUDHIANA: Triple riding proved fatal for an underage driver and his friendwhile the third teenager was seriously injured after their motorcycle was hitby a truck at Basti Jodhewal chowk on Thursday afternoon.  The deceased were identified as Purshotam Sonkar (15) and Jagdish Kumar (17),both residents of Street Number 15 in New Madhopuri area. Both were studentsof a local private school.    The injured Ankit Narayan (17) was rushed to a private hospital on Brown Roadand his condition is said to be stable. The trio was on the way to a tuitionclass after school.    Eyewitnesses said the accident happened at around 3 pm, when the rashly driventruck hit the motorcycle in the service lane. The speeding truck dragged thebike for some distance. By the time onlookers gathered, the driver fledleaving the truck behind.    Purshotam’s uncle Deepak Kumar said he was a Class X student in a privateschool and the trio was riding the same motorcycle. When they reached BastiJoehwal Chowk, the rashly driven truck hit their motorcycle from behind. Thedriver seemed no control over the vehicle as it continued to drag them for adistance before it came to a halt. The motorcycle was badly damaged.    Police said Jagdish, who was driving the two-wheeler, and Purshotam died onthe spot while Ankit who suffered multiple injuries was rushed to a hospital.    Soon family members and other residents of the locality gathered and blockedthe Delhi national highway for about an hour, keeping the bodies on the road,while seeking arrest of the driver. They alleged that the cops weredeliberately not taking action in the matter.    When the cops arrived, there were heated exchange of words between protestersand cops. Cops said even as senior officers kept requesting the protesters tolift the blockade, they did not budge. Some of the protesters turned violentand attacked a bus with stones and even tried to damage the truck, theyclaimed.    Protesters said they were seeking arrest of the truck driver, but policelathicharged them instead of arresting the accused. The protest however waslifted after police assured them that the accused had been arrested afterseveral raids.    ADCP Surinder Lamba said the teenagers were not wearing helmets.    Madhvi Sharma, SHO, Basti Jodhewal police station, said the accused driverSuresh Kumar was booked under Sections 304A (causing death due to negligence),279 (Rash driving or riding on a public way), 427 (Mischief causing damage tothe amount of fifty rupees), 337 (Causing hurt by act endangering life orpersonal safety of others) of the IPC.    The SHO said condition of the injured student is stable.    Purshotam was youngest of the four brothers and his father Ashok Kumar Sonkarruns a bicycle repair shop. Ankit’s father Narayan has a vegetable shop.    "
NaN,NaN,Not found,90 accident-prone spots in Himachal Pradesh calls for attention,2017-07-10T10:35:54+05:30,"SHIMLA: Nearly 90 among 300 accident-prone black spots identified acrossHimachal Pradesh still need attention of the government.  Road safety has become a major concern of state government with hundreds ofpeople being killed in road accidents every year. For the scientific analysisof road accident data, state has launched Road Accident Data ManagementSystem. Besides, short term action plan for the year 2017-18 to 2019-20 andlong term strategy for seven years have been prepared to address the factorscausing fatalities and accidents.    A senior official of the state government said, road engineering is importantto avoid accidents. Highway engineers have thus been shortlisted for training,who would further train other engineers, he added.    State transport minister G S Bali said, awareness about road safety norms isgiven utmost priority. He said, government is launching an awareness campaignin schools across the state to provide road safety education to the students.    State government has directly allocated Rs 53 crore to public worksdepartment, police department and transport department under road safety. Ithas also created HP Transport Infrastructure Fund effective from thisfinancial year.    PWD has already issued notification that all the road works costing more thanRs 10 crore in a single project shall have a provision of 0.25 percent of DPRcost towards road safety. Road safety ordinance on Kerala model would beimplemented in the state.    The official assured, remedial actions are being taken for reduction ofaccidents as well as fatalities. “System is functioning smoothly in the stateand to collect data from field staff, 238 tablets have been distributed to allpolice stations and police posts which are having GIS-based computerisedsoftware system for accident data recording, storage, analysis anddissemination,” he said.    He said, it is very important to observe traffic laws as a majority of thepopulation prefers to walk or avail the public transports like buses or taxis.“The entire mentality about traffic rules needs to change for making our roadsaccident free,” he said.  "
NaN,NaN,Not found,RTO identifies seven ‘black spots’ in island city for road safety fortnight,2018-01-06T06:14:08+05:30,"MUMBAI: The Tardeo RTO on Friday identified seven major accident-prone or‘black spots’ in the island city where it plans to undertake awarenessprogrammes and precautionary measures to bring down accident fatalities.  This comes in the wake of the Road Safety Fortnight which may be observed fromnext week. Sources said the RTOs in the suburbs are also drawing up their listof black spots—around 30 in the eastern and western suburbs.      ![graph6](https://static.toiimg.com/img/62387961/Master.jpg)    “We are serious about inculcating road discipline among drivers as human erroris believed to be responsible for more than 70% of accidents in the city,”said a senior transport official.    The seven accident-prone spots identified in the island city are Badhwar Parkjunction near Machchimar Nagar, Cuffe Parade; JJ flyover in Pydhonie; LalaLajpatrai Road south-bound carriageway in front of NSCI towards Tardeo; HajiAli Junction; north-bound bridge near Sion hospital; Bengal Chemical junctionnear Siddhivinayak temple, Prabhadevi; and near Zarapkar market, below Tilakbridge and Ruparel college signal in Dadar, a RTO official said.    Sources said the ‘black spots’ in the suburbs have been identified on theEastern Express Highway and Western Express Highways; in Bandra and Malad inthe western suburbs; and Vikhroli and Kurla in the eastern suburbs.    “Teams comprising traffic police and RTO officials will keep continuous vigilat these black spots to nab those flouting rules, not wearing helmets/seatbelts, talking on phone while driving car or riding bike, lane cutting orovertaking from the wrong direction or for rash, negligent and drunk driving,”said a senior transport official.    The RTO, along with traffic police, will also conduct a series of lectures atcolleges and schools to tap young minds and sensitize them about road safety.“We have seen that youngsters influence the elders at home and make them awareabout road discipline and safe driving,” said a deputy RTO.    On speed limit, joint commissioner of police (traffic) Amitesh Kumar said,“The speed limit is different for city roads (40-60 kmph) and highways andmain roads (80 kmph). Also, motorists should always maintain safe distance toensure safety of self and others.”    The Bloomberg Philanthropies Initiative for Global Road safety has beenworking with the Mumbai traffic department to reduce the number of deaths inroad accidents in the city. Sources said they have been working on fourparameters —engineering, enforcement, emergency services and education.    "
15.396998, 74.002790,"Ponda, Goa",68 accident prone zones identified,2017-07-29T23:05:12+05:30,"PANAJI: A total of 37 black spots have been identified in keeping with theguidelines of the ministry of road transport and highways, New Delhi afteranalyzing accident data.  Similarly 68 accident prone zones, a large number of which are in Ponda andPorvorim, have also been identified. The list of black spots and accidentprone zones has been forwarded to the public works department to undertake therequired road improvement.    Special enforcement of traffic laws for two hours in the morning and two hoursin the evening is being carried out at all these identified black spots andaccident prone zones, chief minister Manohar Parrikar informed the LegislativeAssembly.  "
11.2376877,75.759816,"ghat road, kozhikode",DDMA Kozhikode to prepare report to identify landslide prone areas on ghat road,2018-08-12T20:09:58+05:30,"KOZHIKODE: The district disaster management authority (DDMA) is gearing up totackle further caving in of the two ghat roads connecting Kozhikode andWayanad. Ministers T P Ramakrishnan and A K Saseendran directed the PWDofficials to identify landslide and caving in prone areas on the stretches ofThamarassery and Kuttiady ghat roads.  The plan is to identify measures to prevent caving in of lands at the twoghats to avoid accidents and traffic block. The district disaster managementauthority has directed the official to prepare a detailed report on thecondition of the roads.    Minister A K Saseendran, after visiting Thamarassery ghat road directed theofficials to demolish a four-storey building at the second hair pic curve ofthe Thamarassery ghat road that is in dilapidated condition. A decision inthis regard was later taken at the meeting of the disaster managementauthority.    The meeting of the disaster management authority also directed the irrigationdepartment officials to trace the chances for leakage of the canals of theKuttiady irrigation schemes.    Minister for Excise T P Ramakrishna, during a disaster review meeting alsodirected the officials to avoid technical hurdles to speed up assistance tothe families living in relief camps. ""The inmates of the camps in the districtare getting medical aid, food and other assistances, the meeting reviewed.    Minister T P Ramakrishnan also stressed the need for a centre of the NationalDisaster Response Force in Kozhikode for addressing disaster situations.Scientific study on the cause for frequent landslides in the hilly region isrequired, he said.  "
23.71374112,76.28255664,,391 areas of Dehradun district prone to water scarcity,2018-05-06T14:11:58+05:30,"DEHRADUN: Ahead of the peak summer season, the state government has identified1,544 mohallas and slums in the state that are prone to water scarcity.Officials of the drinking water department said that of the total placesidentified, 391 are in Dehradun district alone.  Around 75 mohallas and slums in Dehradun are already facing water scarcitywith much of them being fed through nine nigam and 27 private water tankers.“No serious case of water crisis has yet come to our notice but the peakseason is to begin now and that is when the pressure is maximum. But we haveour own tankers and we have also acquired some private tankers to meet thedemands of the peak season,” said LK Adlakha, OSD Jal Sansthan. Adlakha alsosaid that the nigam is actively maintaining the damaged pipelines andinstalling hand-pumps in the area that are prone to water crisis.  However, locals said that the water being provided is not enough. “We getaround two to three tankers here but that is not enough. Also the quality ofthe water is not good for drinking so we buy drinking water and use the tankerwater for other purposes,” said Ganesh Thapa, a resident of Nehrugram inRaipur.    Locals added that the complaints to Jal Sansthan go unanswered. In the monthof April itself, more than 1,700 complaints were filed around 240 of which arestill pending. This led to people’s anger getting spilled when earlier thisweek, the drinking water minister, Prakash Pant met with people’s ire when hevisited Jal Sansthan customer care centre in Rajpur. Residents shouted slogansagainst the minister demanding that they be provided with clean drinkingwater.    Of all the areas in Dehradun, Raipur is most prone to water scarcity. Of the75 mohallas and slums that are going through water shortage, 35 are in Raipuritself. According to Jal Sansthan officials, rise in population of the areahas been the major cause of water scarcity in the area. “Because more and morecolonies are being built in the area, the pressure in the pipeline hasdecreased and the water cannot be pumped to areas that are at the far end,”said a nigam official.    Other areas of Dehradun that are facing water shortage are Bhauwala and Jollygrant on the outer edge of the city, Sahastradhara road in northern part ofthe city and Rajpur road and Salawala in southern part of the city."
19.72872513,78.47613943,,Ban residential buildings in flood prone areas,2018-09-01T12:58:01+05:30,"KOCHI: Muralee Thummarukudy, operations manager at post-conflict and disastermanagement branch of United Nations Environment Programme, said that thegovernment should mark the areas which are prone to floods based on timeintervals of 10, 50,100 and 500 years during which the calamity occurs.    Residential buildings should be banned in the areas which are more prone toflooding (time interval of 10 years), said Thummarukudy. Speaking at aprogramme organized by Kerala Management Association in Kochi on Friday, hesaid that dam break analyses and action plan for controlled water release fromdams should be prepared.    Thummarrukudy said that he had written on June 14, giving warning that damswould be filled soon given the rate of heavy rainfall and situation will goout of control if urgent measures are not taken.    “The flood was entirely predictable and preventable. Unlike other naturalcalamities, flood will not result in many casualties, if there is adequateplanning and preparation to meet the calamity. Rivers had been encroachedupon. In many areas like Cheruthoni, there is rampant encroachment,” he said.    People living in 2km radius of rivers could have been given SMS alerts on theimminent disaster. There should be a dam break analysis as well as floodmapping of such areas, he said.    He added that the dams in Kerala would be reduced into ‘tourist attractions’within 50 years.    “The philosophy of dams has become outdated. Solar energy will become commonby that time,” Thummarukudy said.    “The rescue and relief operations in Kerala were exemplary but the rebuildingpart is of very much importance. A ‘green method’ should be adopted forrebuilding. If we plan to construct whatever was there, we will be passing ondisasters to future generations. Evacuation shelters should be ensured in theareas in flood-prone areas,” added Thummarukudy.    "
19.21881498,81.64715393,,Accident-prone spots identified,2017-12-20T14:31:00+05:30,"RANCHI: Ten black spots, which are accident-prone areas, have been identifiedalong National Highway - 33 from Ranchi to Rangamati. The information wasprovided by assistant engineer of road developmental department during ameeting on road safety in the city, chaired by additional district magistrate(ADM) (law and order) Girijashankar Prasad on Tuesday.  The ADM directed the installation of rumble strips on these black spots.Prasad said, ""CCTV cameras must be installed at important places like women'scolleges, hostels, hotels and bus stops among other places. This will not onlyhelp in monitoring the traffic but also keep an eye on crime."" The ADM alsodirected the repair of two ambulances which were allotted to ply on roadsleading to Bundu and Tamar. tnn    "
25.99451127,82.97612747,,Shortcuts by Bikers. prone to accident,2017-10-27T06:13:40+05:30,"The latest short cut, taken by bikers..they have started driving through thislittle gap between the parking zone in front of 3 star hotel Khargahr and ontothe Highway directly...it is meant for Pedestrians but Brave Bikers havestarted using it freely. Requesting authorities to curb this and preventaccidents."
30.67986663,76.61051205,,"UP: 2 dead, 5 injured as car crashes into tree in Ballia",2019-03-10T18:22:10+05:30,"BALLIA: Two persons were killed and five others injured when the car they weretravelling in crashed into a tree in Bairiya area here Sunday, police said.    The accident took place when seven students were returning to Patna afterattending a birthday programme in Ballia, officials said.    The deceased were identified as Paarth (19) and Gajal (16), they said, addingthe five injured have been hospitalised.  "
27.09233126,75.37702446,,"Living in a disaster-prone area? Worry not, get alerts on your mobile phone",2018-02-19T01:04:01+05:30,"Tirunelveli: The district administration has come up with a novel initiativeto make the disaster alert system more effective by sending the messages tothe people, in the 125 vulnerable areas in the district, to their mobilephones. Those who have installed the ‘Namma Nellai’ app launched by thedistrict administration will get an alert on it, while others will get an SMS.  “The alert mechanisms have got shape. We are in the process of feeding mobilenumbers of people living in vulnerable areas in the system. We are also in theprocess of developing an outbound voice call in Tamil to alert those whocannot read SMS,” said district collector Sandeep Nanduri. He told TOI thatthis alert mechanism will be fully ready to alert nearly 2.5 lakh people inthese areas before the onset of the southwest Monsoon in July.    Traditionally, alerts on disaster such as flooding was passed on by themeteorology department or agencies concerned with the district collector anddistrict disaster management agency. From here the message is then passed tothe local revenue authorities and announced to people in the low lying areasthrough tom-tom criers or speakers tied to vehicles. As this was timeconsuming, it did not reach every nook and corner.    Last year the district administration initiated ‘First Responder’ in which 10youths were identified in each of the 125 vulnerable areas. These 1,250persons will get a call from the district disaster management control room andthey in turn will alert people about the possibility of flooding or othernatural disasters.    This was more effective than the traditional alert mechanism, but still timeconsuming as the time taken for the alert to reach the last person took up toan hour. In this case there was the possibility of human prioritising inalerting their near and dear ones first, which was unavoidable.    “To quicken the alerts and inform everyone at the same time, we mappedvulnerable areas through geofencing. When the disaster control room gets analert from the India Meteorology Department (IMD), the personnel there willscan a QR code to create an alert and select the localities. A pin number withthe alert will then be sent to the collector, to avoid false alerts,” said C PSiva Raju of YTR Technologies that is working on the alert.    Once the collector enters the pin, the alert will be sent to all the mobilephones in that locality in one go. The alert system will cover as many as 10natural and one man-made disaster in three stages of alert for each scenariowatch, warn and alert. “We have mobile numbers of the people in the rationshops and other government schemes. So no additional effort is needed tocollect it,” the collector added.    "
30.25443457,75.79189431,,‘Western parts most accident-prone’,2018-01-13T06:18:27+05:30,"AHMEDABAD: It can just be the vicinity to one of the busiest roads — SG Road —or comparatively higher number of vehicles round the clock, but out of thefive top spots for road traffic accidents (RTA) identified by analytics ofEMRI 108 ambulance services, four are located in western city parts. Maninagaris the only locality in the east making to the list.  In the year 2016, all five areas were located in the west, said EMRIofficials. The silver lining is that the overall number of accidents has takena dip across all segments. The only rise was reported in the RTAs withmultiple victims.    According to city traffic police, city roads reported 1,292 cases of accidentsin 2017, a drop of about 44% compared to 1,861 cases in 2016. Fatal accidentssaw a decrease of 8.77% from 310 to 285. The EMRI data further corroboratesthat even amid the mayhem and traffic snarls, the reported cases of RTAs hasseen a dip in the city.  ![Untitled-4](https://static.toiimg.com/img/62481903/Master.jpg)  “Most calls for 108 by citizens, ever since its inception a decade ago, arefrom RTAs. A very high chunk consists of two-wheeler drivers who sustain headand body injuries. With emphasis on initiatives such as wearing helmets, thenumber might have been affected but a detailed study is required to assess theimpact of adherence to traffic rules on the injuries reported in RTAs,” saidan EMRI official.    Officials said that areas such as Bodakdev, Gota and IIM crossroads see highconcentration of young riders due to presence of educational institutes andtechnology-based ventures.    “Road safety works on the basis of three Es of Education, Engineering andEnforcement. If areas such as Bodakdev and Vastrapur are consistently on thelist of accident-prone zones, a detailed study needs to be devised coupledwith analysis of the spots and nature of accidents reported. With better CCTVcoverage, we now have a number of recordings of accidents which can beanalyzed from road safety perspective,” said a city-based road safety expert.    "
26.88548981,77.17320711,,accident prone speed braker,2017-12-13T06:16:14+05:30,some one make this speed braker near kale school in kale padal area HADAPSAR.causing inconvenience to motorists. speedy bikers feeling down as it is verythin.
12.43091388,78.10859039,,Accident Prone,2018-05-12T06:08:59+05:30,Concrete Divider bollards like these are tipped over and lying carelessly onnumerous stretches of Hadapsar's Sholapur Road since long. Many of them are inthe BRTS corridor. Are the authorities waiting for a fatal incidence to removethem from the limited carriageway?
11.71765067,77.81981678,,Kids in highly polluted areas prone to dental problems: Experts,2019-01-29T05:54:00+05:30,"Nagpur: Pre-school age children (up to the age of 5) from areas that have highindustrial pollution are more prone to dental problems, according to the localchapter of Indian Dental Association (IDA). Doctors were, however, quick toreiterate that this is a ‘general observation’ based on feedback from theirpeers and no scientific study has yet been initiated.  Dr Krishnan Lahoti, president of IDA Nagpur, says they are working on plans tocollate data and to conduct a proper scientific survey in the near future.    “We do not have any medical research on the cause-effect side of these generalobservations. It seems to me that areas where magnesium, iron and zinc are inexcess, such dental issues crop up. Hopefully, soon we will do a medicalsurvey and try to observe this in greater detail in a scientific manner and bein a better position to connect the dots,” said Dr Lahoti.    This phenomenon is being noticed in polluted areas of Vidarbha likeChandrapur. “Industrial pollution is definitely a common factor, a linkbetween dental problems and pre-school age children,” said Dr VaibhavKaremore.    Apart from industrial pollution, the common problems of excess fluorine indrinking water causing yellowing of teeth continues to be an issue in someplaces.    Dr Lahoti said, “It does not happen everywhere, but whenever we notice it webring it to the notice of the authorities so that quantity of fluorine can bescaled down.”    The doctors were speaking on the sidelines of a two-day conference hosted byIDA Nagpur to showcase latest dental surgical equipment and processinnovations. Dr Ankur Dhoot, secretary of organization, said, “At theconference, expert speakers from across the country also shared best practiceswith the delegates. We have a company from Israel that showcased a dentalimplant which has an inbuilt drill.”    Dr Lahoti said such conferences help everyone upgrade their knowledge. “Apartfrom lectures, we had a technical exhibition as well. Here doctors could seethe latest tools available and what advancements have come up in previouslyused techniques,” said Dr Lahoti.    The conference, which ended on Sunday, was inaugurated by Dr MohanKhamgaonkar, pro-VC of MUHS Nashik, along with Dr Suresh Meshram, IDAMaharashtra’s president.    "
